valid_time,t2m,swvl1,tp,lai_hv,region_id
2020-11-30,-0.81970686,-0.31135383,-0.50905514,-0.85879093,Adygey
2020-12-31,-1.1988277,0.10336283,-1.2192025,-1.0147507,Adygey
2021-01-31,-1.2795954,0.8042405,1.1810263,-1.0697422,Adygey
2021-02-28,-1.4147686,0.9612447,1.7148336,-1.0553982,Adygey
2021-03-31,-1.2074112,1.0833805,0.733768,-0.9277861,Adygey
2021-04-30,-0.2574145,1.2118264,1.6721606,-0.45846415,Adygey
2021-05-31,0.49784532,0.6309368,0.9108933,0.6574066,Adygey
2021-06-30,0.927822,0.1363472,1.2386788,1.3062947,Adygey
2021-07-31,1.4329429,-0.8765695,0.10482976,1.4510458,Adygey
2021-08-31,1.3788377,-0.20097816,2.1524224,1.3449839,Adygey
2021-09-30,0.4030248,0.2872067,1.5960075,0.79939616,Adygey
2021-10-31,-0.24653044,0.36435586,-0.3435638,-0.30137816,Adygey
2021-11-30,-0.5647542,0.7607706,0.42354435,-0.85879093,Adygey
2021-12-31,-1.0050764,0.93496317,-0.34293163,-1.0147507,Adygey
2022-01-31,-1.4383684,1.0367346,2.425367,-1.0697422,Adygey
2022-02-28,-1.0958928,1.0552727,-0.01569415,-1.0553982,Adygey
2022-03-31,-1.3360013,0.9539792,0.113023885,-0.9277861,Adygey
2022-04-30,-0.04392451,0.8094698,0.080859184,-0.45846415,Adygey
2022-05-31,0.122014165,0.32305247,0.17073786,0.6574066,Adygey
2022-06-30,1.0749196,-0.9814894,0.51476806,1.3062947,Adygey
2022-07-31,1.1564932,-0.9934137,-0.25193176,1.4510458,Adygey
2022-08-31,1.5325222,-1.3060076,-0.33656555,1.3449839,Adygey
2022-09-30,0.7225271,-0.8512589,0.14310174,0.79939616,Adygey
2022-10-31,-0.013184681,0.3746066,-0.5804403,-0.30137816,Adygey
2022-11-30,-0.5218408,0.4368949,-1.4322492,-0.85879093,Adygey
2022-12-31,-1.0510011,0.7344872,-1.0914122,-1.0147507,Adygey
2023-01-31,-1.2730086,0.6859004,-1.6273816,-1.0697422,Adygey
2023-02-28,-1.5302912,0.82729614,-0.34438607,-1.0553982,Adygey
2023-03-31,-0.60032606,1.221493,0.0010757224,-0.9277861,Adygey
2023-04-30,-0.1639641,1.2193388,0.3201456,-0.45846415,Adygey
2023-05-31,0.30499512,0.86695033,0.06864072,0.6574066,Adygey
2023-06-30,0.8726361,0.54815066,-0.07758203,1.3062947,Adygey
2023-07-31,1.2013849,-0.71018416,-0.70960784,1.4510458,Adygey
2023-08-31,1.6098719,-2.2102685,-1.8958144,1.3449839,Adygey
2023-09-30,0.85519814,-1.9325992,-1.5717096,0.79939616,Adygey
2023-10-31,0.1957773,-0.82385504,-1.2171866,-0.30137816,Adygey
2023-11-30,-0.30426976,0.82437605,1.4677951,-0.85879093,Adygey
2023-12-31,-0.7975358,1.2596456,-0.35929108,-1.0147507,Adygey
2024-01-31,-1.5046508,1.1993046,-0.038068723,-1.0697422,Adygey
2024-02-29,-0.8679762,0.91287434,-1.0827265,-1.0544747,Adygey
2024-03-31,-0.70951825,0.6080491,-0.6109849,-0.927363,Adygey
2024-04-30,0.44163734,-0.56769454,-1.331566,-0.45846415,Adygey
2024-05-31,0.2806846,-0.36419627,1.2114004,0.6574066,Adygey
2024-06-30,1.2481668,-1.4887084,-1.4134157,1.3062947,Adygey
2024-07-31,1.6575221,-2.1488116,-1.3147525,1.4510458,Adygey
2024-08-31,1.4588873,-2.1464963,-1.1669931,1.3449839,Adygey
2024-09-30,1.0175687,-1.3400831,-0.54000574,0.79939616,Adygey
2024-10-31,0.0024911317,-0.4860986,-0.06766745,-0.30137816,Adygey
2024-11-30,-0.8107388,0.7186201,0.99495494,-0.85879093,Adygey
2024-12-31,-1.1799355,0.8572554,0.44917676,-1.0147507,Adygey
2025-01-31,-1.1673735,0.7659338,-0.6631979,-1.0697422,Adygey
2025-02-28,-1.9437788,0.5486066,-0.0043905275,-1.0553982,Adygey
2025-03-31,-0.54040706,0.7077195,-0.71607924,-0.9277861,Adygey
2025-04-30,-0.2930743,1.0417478,1.513791,-0.45846415,Adygey
2025-05-31,0.37536225,0.51423484,2.0166214,0.6574066,Adygey
2025-06-30,0.8128013,-0.42345944,-0.28017867,1.3062947,Adygey
2025-07-31,1.5410067,-1.5966213,-0.8446116,1.4510458,Adygey
2025-08-31,1.3974589,-1.9015889,-1.0518745,1.3449839,Adygey
2025-09-30,0.6239625,-0.9395017,0.3832351,0.79939616,Adygey
2025-10-31,-0.009045006,0.5252345,1.6127084,-0.30137816,Adygey
2025-11-30,-0.21415673,0.37484786,-1.2096149,-0.85879093,Adygey
2018-01-31,-1.9727215,0.8102693,-1.1128511,-0.8509627,Altay
2018-02-28,-1.3064326,0.6845344,-1.1992683,-0.8459524,Altay
2018-03-31,-0.76967525,1.3115122,1.0457877,-0.82078487,Altay
2018-04-30,0.007315502,1.6884122,-0.13400193,-0.55192316,Altay
2018-05-31,0.37961912,1.567277,2.9389384,0.41693488,Altay
2018-06-30,1.2368549,-0.3749877,0.5071033,1.6893097,Altay
2018-07-31,1.1873907,-1.1006871,0.5367094,1.9104519,Altay
2018-08-31,1.127,-1.6365224,-0.0458322,1.0777867,Altay
2018-09-30,0.5881769,-0.38823926,0.0040770425,0.014700171,Altay
2018-10-31,0.09126023,-0.27205077,0.19274251,-0.5483564,Altay
2018-11-30,-0.87916785,0.21174613,1.5897098,-0.74243194,Altay
2018-12-31,-1.7415934,0.123118356,-0.92730063,-0.8557319,Altay
2019-01-31,-1.428224,-0.22588588,-1.2012533,-0.8509627,Altay
2019-02-28,-1.4683069,-0.36471114,-1.1985198,-0.8459524,Altay
2019-03-31,-0.51729167,0.75291246,-1.3250843,-0.82078487,Altay
2019-04-30,0.044970304,1.4655834,0.41354877,-0.55192316,Altay
2019-05-31,0.5572498,-0.3771371,-0.3419868,0.41693488,Altay
2019-06-30,1.0206097,-0.329467,1.4928424,1.6893097,Altay
2019-07-31,1.2991698,-1.5874122,-0.0016174582,1.9104519,Altay
2019-08-31,1.2656058,-1.4210054,0.27150393,1.0777867,Altay
2019-09-30,0.7021322,-1.1239756,-0.27091035,0.014700171,Altay
2019-10-31,0.15285537,-0.3679725,0.6755652,-0.5483564,Altay
2019-11-30,-1.0015304,0.28020322,0.2779969,-0.74243194,Altay
2019-12-31,-0.96991944,0.0037335986,1.1671301,-0.8557319,Altay
2020-01-31,-1.113631,-0.286841,0.1038411,-0.8509627,Altay
2020-02-29,-0.8881485,-0.2301682,0.019905867,-0.84596664,Altay
2020-03-31,-0.56639117,0.54134905,-0.8651814,-0.8207924,Altay
2020-04-30,0.41060144,1.2052513,-1.0982646,-0.55192316,Altay
2020-05-31,1.0431513,-1.2830222,-0.5801886,0.41693488,Altay
2020-06-30,1.1118028,-1.8087964,-0.0859747,1.6893097,Altay
2020-07-31,1.3204662,-1.3746711,1.398372,1.9104519,Altay
2020-08-31,1.2165807,-1.3550675,0.18041927,1.0777867,Altay
2020-09-30,0.5958715,-0.25207606,1.1195211,0.014700171,Altay
2020-10-31,-0.023700403,0.7133367,0.5954669,-0.5483564,Altay
2020-11-30,-0.67245275,0.8304115,-0.38613462,-0.74243194,Altay
2020-12-31,-1.4653342,0.36931083,-0.04334686,-0.8557319,Altay
2021-01-31,-1.7377689,0.15821646,-0.41969612,-0.8509627,Altay
2021-02-28,-1.2883946,0.2055262,0.5185072,-0.8459524,Altay
2021-03-31,-0.74756324,0.49635556,0.09168943,-0.82078487,Altay
2021-04-30,-0.022843849,1.6653342,-0.99096173,-0.55192316,Altay
2021-05-31,0.86457044,-0.94696856,-0.9966052,0.41693488,Altay
2021-06-30,1.043991,-1.1033632,1.4701427,1.6893097,Altay
2021-07-31,1.3213515,-1.62397,-0.27574772,1.9104519,Altay
2021-08-31,1.1881512,-1.4043148,0.32174465,1.0777867,Altay
2021-09-30,0.5688649,-1.2025197,0.3124967,0.014700171,Altay
2021-10-31,-0.05481948,0.47660595,0.014182408,-0.5483564,Altay
2021-11-30,-0.71661687,0.50020105,1.0589981,-0.74243194,Altay
2021-12-31,-0.97996056,0.32751298,-0.33457315,-0.8557319,Altay
2022-01-31,-1.3061254,0.1478318,-0.9656561,-0.8509627,Altay
2022-02-28,-1.2195295,0.048762467,-1.0953902,-0.8459524,Altay
2022-03-31,-0.8051155,0.7815599,-0.4323718,-0.82078487,Altay
2022-04-30,0.19451222,1.2928511,-0.31864128,-0.55192316,Altay
2022-05-31,1.0198876,-1.8716475,-1.308275,0.41693488,Altay
2022-06-30,1.1816875,-1.2979547,0.87516665,1.6893097,Altay
2022-07-31,1.2322434,-1.3122778,0.78730905,1.9104519,Altay
2022-08-31,1.0351351,-1.1996243,0.12160942,1.0777867,Altay
2022-09-30,0.7198248,-1.9762387,-1.0381933,0.014700171,Altay
2022-10-31,0.043355566,-0.41323972,-0.97388875,-0.5483564,Altay
2022-11-30,-0.9477114,0.34107113,-0.8305287,-0.74243194,Altay
2022-12-31,-1.6155983,0.0473325,-1.1460358,-0.8557319,Altay
2023-01-31,-1.2613087,0.18287869,-0.6922447,-0.8509627,Altay
2023-02-28,-1.2258061,0.11965975,-1.3456769,-0.8459524,Altay
2023-03-31,-0.50102913,1.6371558,-0.95695907,-0.82078487,Altay
2023-04-30,-0.1621407,1.374501,-1.0690101,-0.55192316,Altay
2023-05-31,0.6443088,-1.1711053,-1.491504,0.41693488,Altay
2023-06-30,1.2823051,-2.2386432,-0.9188917,1.6893097,Altay
2023-07-31,1.4184636,-1.6630123,-0.6660646,1.9104519,Altay
2023-08-31,1.1730212,-0.45939258,0.1850602,1.0777867,Altay
2023-09-30,0.6635993,0.46907616,-0.042959195,0.014700171,Altay
2023-10-31,0.16692492,0.63640976,-0.5282589,-0.5483564,Altay
2023-11-30,-0.4184232,1.377641,-0.82794887,-0.74243194,Altay
2023-12-31,-1.2443072,1.30685,-0.46255183,-0.8557319,Altay
2024-01-31,-1.3680109,1.0772526,-1.0090382,-0.8509627,Altay
2024-02-29,-1.4442059,1.3713907,-0.9605443,-0.84596664,Altay
2024-03-31,-0.55803674,1.583941,-0.44251806,-0.8207924,Altay
2024-04-30,0.15359436,1.3827926,0.019398874,-0.55192316,Altay
2024-05-31,0.6405131,1.1214988,2.8154953,0.41693488,Altay
2024-06-30,1.289503,0.13730869,1.2448854,1.6893097,Altay
2024-07-31,1.4046052,-0.1849503,1.7356061,1.9104519,Altay
2024-08-31,1.218265,-0.27249643,1.6697221,1.0777867,Altay
2024-09-30,0.46993405,0.4632804,0.6302586,0.014700171,Altay
2024-10-31,0.019417632,0.11480342,0.27053404,-0.5483564,Altay
2024-11-30,-0.6248192,0.9290263,0.1338749,-0.74243194,Altay
2024-12-31,-1.1491456,0.30270153,-0.8365479,-0.8557319,Altay
2025-01-31,-1.0521727,0.0854372,0.063084796,-0.8509627,Altay
2025-02-28,-1.1348313,-0.038398664,-1.0417757,-0.8459524,Altay
2025-03-31,-0.61915445,0.77824163,-0.76116085,-0.82078487,Altay
2025-04-30,0.347941,1.1840179,0.17805834,-0.55192316,Altay
2025-05-31,0.81540376,-0.31846407,0.48146817,0.41693488,Altay
2025-06-30,1.3747241,-1.0676429,0.83490175,1.6893097,Altay
2025-07-31,1.2895414,-0.8986486,0.83548707,1.9104519,Altay
2025-08-31,1.0120753,0.24662486,3.4521353,1.0777867,Altay
2025-09-30,0.66685516,0.4095744,0.15121378,0.014700171,Altay
2025-10-31,-0.27540982,0.50039136,-0.6335196,-0.5483564,Altay
2025-11-30,-0.55781364,0.98502964,1.8272498,-0.74243194,Altay
2018-01-31,-1.5210909,-0.06373752,-0.9429404,-0.83793104,Amur
2018-02-28,-1.341292,0.026070181,-0.99026555,-0.8407933,Amur
2018-03-31,-0.5972581,0.21278901,-0.7208818,-0.81119865,Amur
2018-04-30,0.15734014,0.12563264,-0.6929867,-0.58636546,Amur
2018-05-31,0.7897832,-1.4686708,-0.3056904,0.14345804,Amur
2018-06-30,1.0363662,-0.74437565,1.3583293,1.4371028,Amur
2018-07-31,1.2683678,1.217697,1.6994025,1.9703635,Amur
2018-08-31,1.1569535,-0.45223853,0.29206553,1.3936973,Amur
2018-09-30,0.6682162,1.1305689,0.6964844,0.116848856,Amur
2018-10-31,0.22196144,0.45627725,0.01559951,-0.5289918,Amur
2018-11-30,-0.7723101,0.0005933152,-0.6896347,-0.7329656,Amur
2018-12-31,-1.486244,-0.3945457,-0.7801076,-0.82655776,Amur
2019-01-31,-1.3449045,-0.3204839,-0.9124181,-0.83793104,Amur
2019-02-28,-1.1053267,-0.20932132,-0.9424859,-0.8407933,Amur
2019-03-31,-0.479316,-0.024052314,-0.830299,-0.81119865,Amur
2019-04-30,0.10553004,0.4196627,-0.46844423,-0.58636546,Amur
2019-05-31,0.63567257,1.2409835,0.6222988,0.14345804,Amur
2019-06-30,1.0859553,-0.9274558,0.31970376,1.4371028,Amur
2019-07-31,1.2284005,1.0128262,3.1077752,1.9703635,Amur
2019-08-31,1.1394345,-0.05745492,0.5429542,1.3936973,Amur
2019-09-30,0.68087274,1.1434627,1.0207944,0.116848856,Amur
2019-10-31,0.08017502,0.41065294,-0.28143877,-0.5289918,Amur
2019-11-30,-0.9922146,-0.33760232,-0.4618721,-0.7329656,Amur
2019-12-31,-1.6071416,-0.7505958,-0.87856054,-0.82655776,Amur
2020-01-31,-1.3683563,-0.7849144,-0.98045534,-0.83793104,Amur
2020-02-29,-1.0112137,-0.73201865,-0.8774334,-0.8407662,Amur
2020-03-31,-0.44177622,-0.4111734,-0.64184153,-0.8111732,Amur
2020-04-30,0.16330457,1.045136,-0.6192216,-0.58636546,Amur
2020-05-31,0.6659817,0.62464046,0.30154532,0.14345804,Amur
2020-06-30,1.0116358,0.3822809,0.90393823,1.4371028,Amur
2020-07-31,1.4116648,-1.0018016,1.5131747,1.9703635,Amur
2020-08-31,1.0383124,1.5487,2.0691862,1.3936973,Amur
2020-09-30,0.8447483,1.4049169,0.97056407,0.116848856,Amur
2020-10-31,0.09573448,0.81975347,-0.09698418,-0.5289918,Amur
2020-11-30,-0.72468823,-0.34360385,-0.78419036,-0.7329656,Amur
2020-12-31,-1.4615097,-0.79072565,-0.95273465,-0.82655776,Amur
2021-01-31,-1.7400196,-0.81258017,-0.8841042,-0.83793104,Amur
2021-02-28,-1.264909,-0.75498545,-0.6916859,-0.8407933,Amur
2021-03-31,-0.47076374,-0.27221867,-0.49555907,-0.81119865,Amur
2021-04-30,0.054006416,0.9576093,-0.20329088,-0.58636546,Amur
2021-05-31,0.5642924,2.2027192,1.2834232,0.14345804,Amur
2021-06-30,1.1997644,0.90162355,1.4223964,1.4371028,Amur
2021-07-31,1.3769535,1.1328008,2.8593721,1.9703635,Amur
2021-08-31,1.155987,1.2886286,2.275133,1.3936973,Amur
2021-09-30,0.80228496,0.88547164,0.6272243,0.116848856,Amur
2021-10-31,0.07161704,0.5743901,-0.60438865,-0.5289918,Amur
2021-11-30,-0.53394693,-0.4724752,-0.5559173,-0.7329656,Amur
2021-12-31,-1.4450841,-0.7406507,-0.8804396,-0.82655776,Amur
2022-01-31,-1.438817,-0.79711676,-0.9787434,-0.83793104,Amur
2022-02-28,-1.0456165,-0.7622019,-0.9728399,-0.8407933,Amur
2022-03-31,-0.46969423,-0.5240014,-0.61475587,-0.81119865,Amur
2022-04-30,0.06327295,0.42988142,-0.47243756,-0.58636546,Amur
2022-05-31,0.59146553,0.72816133,0.92319643,0.14345804,Amur
2022-06-30,1.1902725,-0.009597134,0.54818845,1.4371028,Amur
2022-07-31,1.4414296,-0.33240524,1.529191,1.9703635,Amur
2022-08-31,1.0636387,1.384707,2.107347,1.3936973,Amur
2022-09-30,0.6458405,1.3607008,-0.0167046,0.116848856,Amur
2022-10-31,0.042484358,0.26979634,-0.72915137,-0.5289918,Amur
2022-11-30,-0.80395037,-0.65009356,-0.73880124,-0.7329656,Amur
2022-12-31,-1.4633498,-1.078833,-0.96846026,-0.82655776,Amur
2023-01-31,-1.7816607,-1.1134549,-0.9792338,-0.83793104,Amur
2023-02-28,-1.1606451,-1.043634,-1.015546,-0.8407933,Amur
2023-03-31,-0.34904018,-0.10563539,-0.7743977,-0.81119865,Amur
2023-04-30,0.070778616,1.0348979,-0.7194777,-0.58636546,Amur
2023-05-31,0.6343319,1.2802464,-0.11861371,0.14345804,Amur
2023-06-30,1.1106819,0.25368166,0.049907677,1.4371028,Amur
2023-07-31,1.438498,-2.9031925,-0.21140204,1.9703635,Amur
2023-08-31,1.2179728,-0.49038917,0.08978568,1.3936973,Amur
2023-09-30,0.68148196,0.7953041,-0.06906027,0.116848856,Amur
2023-10-31,0.17615777,-0.09798028,-0.7569118,-0.5289918,Amur
2023-11-30,-0.81632227,-0.86248106,-0.91895455,-0.7329656,Amur
2023-12-31,-1.525621,-1.0223832,-0.9031913,-0.82655776,Amur
2024-01-31,-1.4923793,-0.9579989,-0.95248103,-0.83793104,Amur
2024-02-29,-1.1694151,-0.84314704,-0.93473786,-0.8407662,Amur
2024-03-31,-0.5361604,-0.6144411,-0.6115121,-0.8111732,Amur
2024-04-30,0.17385642,1.5905042,0.7255926,-0.58636546,Amur
2024-05-31,0.6649313,0.3562226,-0.26290762,0.14345804,Amur
2024-06-30,1.0933921,-2.6543272,-0.011482361,1.4371028,Amur
2024-07-31,1.429558,-3.0532954,1.1851879,1.9703635,Amur
2024-08-31,1.2114469,0.26623645,1.0708749,1.3936973,Amur
2024-09-30,0.6605081,-0.21347006,0.46269614,0.116848856,Amur
2024-10-31,0.031961147,0.2425886,-0.19432802,-0.5289918,Amur
2024-11-30,-0.63562673,-0.41808203,-0.31699577,-0.7329656,Amur
2024-12-31,-1.3260257,-0.9063299,-0.88122904,-0.82655776,Amur
2025-01-31,-1.3309159,-1.0433336,-0.8956927,-0.83793104,Amur
2025-02-28,-1.0486676,-1.1495727,-0.9012475,-0.8407933,Amur
2025-03-31,-0.6378536,-0.8496839,-0.534614,-0.81119865,Amur
2025-04-30,0.2087912,1.8223283,0.15238984,-0.58636546,Amur
2025-05-31,0.67655265,1.3150349,0.38474745,0.14345804,Amur
2025-06-30,1.1646463,-0.021509536,0.9327733,1.4371028,Amur
2025-07-31,1.3095286,0.84637976,2.556612,1.9703635,Amur
2025-08-31,1.1419135,1.0210598,1.0872498,1.3936973,Amur
2025-09-30,0.784237,1.7597402,1.0093228,0.116848856,Amur
2025-10-31,-0.10304725,0.036815286,-0.5319992,-0.5289918,Amur
2025-11-30,-0.7868554,-0.5739098,-0.56224424,-0.7329656,Amur
2018-01-31,-0.87635183,-0.49676344,0.10320578,-0.99117655,Arkhangel'sk
2018-02-28,-1.3361274,-0.85926545,-1.026669,-0.8995841,Arkhangel'sk
2018-03-31,-1.5925927,-1.021234,-0.9848125,-0.76664454,Arkhangel'sk
2018-04-30,-0.4961673,0.6503369,-0.6275602,-0.53500926,Arkhangel'sk
2018-05-31,0.45792434,1.06776,-0.9133529,0.19136657,Arkhangel'sk
2018-06-30,0.9590185,0.17435631,1.1660709,1.3105469,Arkhangel'sk
2018-07-31,1.547693,-1.5589042,0.2881077,2.038054,Arkhangel'sk
2018-08-31,1.2899148,-0.96827835,1.8897351,1.2948078,Arkhangel'sk
2018-09-30,0.87199944,0.60415125,2.1548152,0.25441954,Arkhangel'sk
2018-10-31,0.10955588,1.3721398,1.3216208,-0.32624355,Arkhangel'sk
2018-11-30,-0.51910126,1.0197257,0.08856248,-0.75898445,Arkhangel'sk
2018-12-31,-0.8826442,-0.0751631,-0.24201626,-0.9280928,Arkhangel'sk
2019-01-31,-1.4835718,-0.5114872,-0.3327605,-0.99117655,Arkhangel'sk
2019-02-28,-1.193285,-0.7554724,0.35087717,-0.8995841,Arkhangel'sk
2019-03-31,-0.7609074,-0.7409823,-0.49299246,-0.76664454,Arkhangel'sk
2019-04-30,-0.27696365,0.92962396,-0.9127539,-0.53500926,Arkhangel'sk
2019-05-31,0.47837356,1.0076119,-0.3021443,0.19136657,Arkhangel'sk
2019-06-30,1.0150126,-0.16427565,1.2198491,1.3105469,Arkhangel'sk
2019-07-31,1.1331748,0.3235059,1.5545033,2.038054,Arkhangel'sk
2019-08-31,0.9781777,0.8783987,1.4342295,1.2948078,Arkhangel'sk
2019-09-30,0.7134081,0.7120697,1.026228,0.25441954,Arkhangel'sk
2019-10-31,-0.038869902,1.594715,2.3222744,-0.32624355,Arkhangel'sk
2019-11-30,-0.6957128,0.6678177,0.4193216,-0.75898445,Arkhangel'sk
2019-12-31,-0.7883743,0.23202857,0.8393177,-0.9280928,Arkhangel'sk
2020-01-31,-1.1421127,-0.28280395,0.010513138,-0.99117655,Arkhangel'sk
2020-02-29,-0.832368,-0.3763231,0.4200409,-0.8979962,Arkhangel'sk
2020-03-31,-0.68924,-0.12918578,-0.27294916,-0.7661194,Arkhangel'sk
2020-04-30,-0.35741797,0.5785826,-0.21209364,-0.53500926,Arkhangel'sk
2020-05-31,0.42447692,1.902133,0.9226437,0.19136657,Arkhangel'sk
2020-06-30,1.0651147,-0.7465064,-0.015088393,1.3105469,Arkhangel'sk
2020-07-31,1.4848552,-0.48177004,1.8627933,2.038054,Arkhangel'sk
2020-08-31,1.1927172,-0.11709935,0.8069699,1.2948078,Arkhangel'sk
2020-09-30,0.86523116,1.0918232,1.9730502,0.25441954,Arkhangel'sk
2020-10-31,0.18953755,0.9519555,0.6271685,-0.32624355,Arkhangel'sk
2020-11-30,-0.17316177,1.1594031,0.94072104,-0.75898445,Arkhangel'sk
2020-12-31,-1.0246726,0.114190936,-0.19224451,-0.9280928,Arkhangel'sk
2021-01-31,-1.5448341,-0.30346712,-0.65575796,-0.99117655,Arkhangel'sk
2021-02-28,-2.2137315,-0.5692402,-1.5984672,-0.8995841,Arkhangel'sk
2021-03-31,-1.1740174,-0.48477653,-0.838983,-0.76664454,Arkhangel'sk
2021-04-30,-0.080674246,1.9269793,-0.48351672,-0.53500926,Arkhangel'sk
2021-05-31,0.56862575,0.74637663,0.72460943,0.19136657,Arkhangel'sk
2021-06-30,1.3384744,-1.5461832,0.4123075,1.3105469,Arkhangel'sk
2021-07-31,1.3951906,-2.0884259,0.5301764,2.038054,Arkhangel'sk
2021-08-31,1.2319974,0.321591,1.9759248,1.2948078,Arkhangel'sk
2021-09-30,0.582356,0.74758786,0.8795523,0.25441954,Arkhangel'sk
2021-10-31,0.07417514,0.7852934,0.86366683,-0.32624355,Arkhangel'sk
2021-11-30,-0.72552335,0.94522876,0.5802958,-0.75898445,Arkhangel'sk
2021-12-31,-1.5084227,-0.15799738,-0.60909444,-0.9280928,Arkhangel'sk
2022-01-31,-1.3483149,-0.47848672,-0.44556937,-0.99117655,Arkhangel'sk
2022-02-28,-0.95976686,-0.71800333,-0.5076829,-0.8995841,Arkhangel'sk
2022-03-31,-0.8723178,-0.7662092,-0.9946497,-0.76664454,Arkhangel'sk
2022-04-30,-0.44259235,1.1979825,-0.6772328,-0.53500926,Arkhangel'sk
2022-05-31,0.29529244,1.7470858,-0.17422754,0.19136657,Arkhangel'sk
2022-06-30,1.1283957,-0.07936928,-0.104533605,1.3105469,Arkhangel'sk
2022-07-31,1.6245663,-1.3797361,1.5754961,2.038054,Arkhangel'sk
2022-08-31,1.5063614,-1.9321977,0.15865651,1.2948078,Arkhangel'sk
2022-09-30,0.57374626,0.50451535,-0.6960367,0.25441954,Arkhangel'sk
2022-10-31,0.24511147,0.8790245,-0.87871075,-0.32624355,Arkhangel'sk
2022-11-30,-0.56313765,0.82305664,-1.6090605,-0.75898445,Arkhangel'sk
2022-12-31,-1.0176023,0.038564965,-1.5444845,-0.9280928,Arkhangel'sk
2023-01-31,-1.1232982,-0.40293863,-1.2949328,-0.99117655,Arkhangel'sk
2023-02-28,-1.0331149,-0.6431315,-1.567749,-0.8995841,Arkhangel'sk
2023-03-31,-1.0054215,0.13764282,-1.2909172,-0.76664454,Arkhangel'sk
2023-04-30,-0.2904378,1.0503124,-1.5807375,-0.53500926,Arkhangel'sk
2023-05-31,0.6559173,0.65952075,-1.371345,0.19136657,Arkhangel'sk
2023-06-30,0.9552011,-1.3362987,-1.4854022,1.3105469,Arkhangel'sk
2023-07-31,1.3892822,-0.76150554,-0.084709994,2.038054,Arkhangel'sk
2023-08-31,1.4191847,-1.0851023,-1.3930501,1.2948078,Arkhangel'sk
2023-09-30,1.0238093,0.1688423,-0.5305557,0.25441954,Arkhangel'sk
2023-10-31,-0.016234634,1.1921902,-0.3928277,-0.32624355,Arkhangel'sk
2023-11-30,-0.77921975,0.66485596,-1.0581713,-0.75898445,Arkhangel'sk
2023-12-31,-1.2620212,-0.4088261,-1.6507304,-0.9280928,Arkhangel'sk
2024-01-31,-1.551471,-0.7106076,-1.6534867,-0.99117655,Arkhangel'sk
2024-02-29,-1.1464816,-0.8798219,-1.6201383,-0.8979962,Arkhangel'sk
2024-03-31,-0.78190804,-0.1319673,-0.40740156,-0.7661194,Arkhangel'sk
2024-04-30,-0.5360252,1.4931988,0.47904223,-0.53500926,Arkhangel'sk
2024-05-31,0.1691901,0.6517385,-0.8576462,0.19136657,Arkhangel'sk
